weight logl phys_par
2.257244761130327771e-05 -7.562735927615845810e+01 1.934830644535440847e+00
2.263719651521252314e-05 -7.562199488961303473e+01 1.935298242794032397e+00
2.274922197137072938e-05 -7.561455836069569614e+01 1.935946686504614433e+00
2.284979897665372547e-05 -7.560764698666632455e+01 1.936549570696566747e+00
2.329917231593125354e-05 -7.558567146942792192e+01 3.405084761512831015e+00
2.341251755020804846e-05 -7.557831848906883465e+01 1.939110419398033081e+00
2.343183920235314028e-05 -7.557499355925529017e+01 1.939400995793567173e+00
2.351884105679834453e-05 -7.556878745942682940e+01 3.404251152995945606e+00
2.452725725032168567e-05 -7.552430426648200523e+01 1.943837423918301610e+00
2.503444607442251488e-05 -7.550133658695673944e+01 1.945851665173232714e+00
2.522831016190444002e-05 -7.549112252336969675e+01 1.946748248901891465e+00
2.586710373726903753e-05 -7.546361727100953942e+01 1.949165170864957997e+00
2.639088009687774364e-05 -7.544107080685269295e+01 3.397895929775748503e+00
2.762336387874962429e-05 -7.539292737447185289e+01 3.395477192437160507e+00
2.786543468033036706e-05 -7.538170228603796375e+01 3.394911391080354779e+00
3.035509424355013487e-05 -7.529362495315707804e+01 1.964186228826170222e+00
3.166587025062205570e-05 -7.524884985381140723e+01 3.388160839990868034e+00
3.215059814220261997e-05 -7.523115825120251543e+01 1.969743137348448414e+00
