logz logzerr logvol nlive logl logwt insert_order
-7.628493646762527192e+01 1.483889722083442664e-01 -1.262499999999984190e+00 4.000000000000000000e+02 -7.323571878907735311e+01 -8.049093307576865186e+01 5.100000000000000089e-01
-7.627014054583153779e+01 1.525231381427682165e-01 -1.264999999999984137e+00 4.000000000000000000e+02 -7.322262330009324671e+01 -8.048033758678454319e+01 1.915000000000000036e+00
-7.625540618830471828e+01 1.549738708127493259e-01 -1.267499999999984084e+00 4.000000000000000000e+02 -7.320109028868860435e+01 -8.046130457537989855e+01 3.500000000000000333e-02
-7.624060882386834237e+01 1.370083103178570960e-01 -1.269999999999984031e+00 4.000000000000000000e+02 -7.317199268730519179e+01 -8.043470697399648373e+01 1.749999999999999889e-01
-7.622563712109283074e+01 1.311695045251530523e-01 -1.272499999999983977e+00 4.000000000000000000e+02 -7.316086654140160306e+01 -8.042608082809289272e+01 1.000000000000000056e-01
-7.621075942032956618e+01 1.363503487225311006e-01 -1.274999999999983924e+00 4.000000000000000000e+02 -7.315890505923859166e+01 -8.042661934592989326e+01 1.185000000000000053e+00
-7.619610765940045383e+01 1.385722106500821560e-01 -1.277499999999983871e+00 4.000000000000000000e+02 -7.315418034663133540e+01 -8.042439463332263472e+01 6.700000000000000400e-01
-7.618163554689500927e+01 1.382383170967309560e-01 -1.279999999999983817e+00 4.000000000000000000e+02 -7.313893828746684278e+01 -8.041165257415813983e+01 1.675000000000000044e+00
-7.616718827043267481e+01 1.387116158465688809e-01 -1.282499999999983764e+00 4.000000000000000000e+02 -7.310557042085397939e+01 -8.038078470754527416e+01 1.949999999999999956e+00
-7.615250355044068442e+01 1.405472411812055678e-01 -1.284999999999983711e+00 4.000000000000000000e+02 -7.308882880256899739e+01 -8.036654308926028989e+01 8.499999999999999778e-01
-7.613782528832074092e+01 1.468479079069283100e-01 -1.287499999999983658e+00 4.000000000000000000e+02 -7.308824540522181223e+01 -8.036845969191310246e+01 9.799999999999999822e-01
-7.612338686444974201e+01 1.426473405514138149e-01 -1.289999999999983604e+00 4.000000000000000000e+02 -7.307239816180390335e+01 -8.035511244849520551e+01 1.310000000000000053e+00
-7.610896407390325180e+01 1.446680145138852236e-01 -1.292499999999983551e+00 4.000000000000000000e+02 -7.306307634314842403e+01 -8.034829062983972392e+01 1.774999999999999911e+00
-7.609464971708227665e+01 1.506913337790924123e-01 -1.294999999999983498e+00 4.000000000000000000e+02 -7.302852488739169701e+01 -8.031623917408299462e+01 5.550000000000000488e-01
-7.608008105704983848e+01 1.514766165730052905e-01 -1.297499999999983444e+00 4.000000000000000000e+02 -7.302181270936321766e+01 -8.031202699605451301e+01 1.534999999999999920e+00
-7.606566142148514587e+01 1.463041158624849847e-01 -1.299999999999983391e+00 4.000000000000000000e+02 -7.299425651102848178e+01 -8.028697079771977485e+01 3.099999999999999978e-01
-7.605108871007128357e+01 1.498682153417071894e-01 -1.302499999999983338e+00 4.000000000000000000e+02 -7.299016390348535310e+01 -8.028537819017664390e+01 8.349999999999999645e-01
-7.603670258631930778e+01 1.517717991594755567e-01 -1.304999999999983284e+00 4.000000000000000000e+02 -7.298964835635344173e+01 -8.028736264304473025e+01 1.520000000000000018e+00
-7.602254840915956891e+01 1.645490634857939838e-01 -1.307499999999983231e+00 4.000000000000000000e+02 -7.296771667709809606e+01 -8.026793096378939651e+01 1.549999999999999989e-01
-7.600831986616169900e+01 1.655325189488603410e-01 -1.309999999999983178e+00 4.000000000000000000e+02 -7.293276668803432017e+01 -8.023548097472561835e+01 1.705000000000000071e+00
-7.599383156836256603e+01 1.738729219948369209e-01 -1.312499999999983125e+00 4.000000000000000000e+02 -7.292368802148590134e+01 -8.022890230817719726e+01 2.500000000000000139e-02
-7.597945659915512806e+01 1.627155299271905442e-01 -1.314999999999983071e+00 4.000000000000000000e+02 -7.291862636144087162e+01 -8.022634064813216526e+01 7.850000000000000311e-01
-7.596524925326977495e+01 1.518765235619812526e-01 -1.317499999999983018e+00 4.000000000000000000e+02 -7.289916103233645117e+01 -8.020937531902774253e+01 1.719999999999999973e+00
-7.595100294785471817e+01 1.512788723243871924e-01 -1.319999999999982965e+00 4.000000000000000000e+02 -7.288894931576093938e+01 -8.020166360245224269e+01 1.114999999999999991e+00
-7.593684877909774400e+01 1.482666465172368664e-01 -1.322499999999982911e+00 4.000000000000000000e+02 -7.286685428491375660e+01 -8.018206857160505763e+01 1.270000000000000018e+00
-7.592261793644537704e+01 1.573096986722360702e-01 -1.324999999999982858e+00 4.000000000000000000e+02 -7.283808205892799492e+01 -8.015579634561929367e+01 3.549999999999999822e-01
-7.590821593442072412e+01 1.403185728985956171e-01 -1.327499999999982805e+00 4.000000000000000000e+02 -7.283754178907514643e+01 -8.015775607576644290e+01 1.540000000000000036e+00
-7.589404600874229345e+01 1.402902433002605753e-01 -1.329999999999982752e+00 4.000000000000000000e+02 -7.282916415219293071e+01 -8.015187843888422492e+01 4.949999999999999956e-01
-7.587999227995071294e+01 1.367789589495623792e-01 -1.332499999999982698e+00 4.000000000000000000e+02 -7.280496069785951363e+01 -8.013017498455080556e+01 2.999999999999999889e-02
-7.586583139227714412e+01 1.389239286485855762e-01 -1.334999999999982645e+00 4.000000000000000000e+02 -7.279527007545149786e+01 -8.012298436214278752e+01 1.100000000000000089e+00
-7.585176817814394212e+01 1.374665248090200520e-01 -1.337499999999982592e+00 4.000000000000000000e+02 -7.279513886767813347e+01 -8.012535315436943506e+01 7.249999999999999778e-01
-7.583793258437917473e+01 1.358451339112532741e-01 -1.339999999999982538e+00 4.000000000000000000e+02 -7.276467765049007141e+01 -8.009739193718137074e+01 1.604999999999999982e+00
-7.582390154180106379e+01 1.384685058975711203e-01 -1.342499999999982485e+00 4.000000000000000000e+02 -7.275752202424098414e+01 -8.009273631093228119e+01 1.879999999999999893e+00
-7.581000052553491741e+01 1.386583077814496634e-01 -1.344999999999982432e+00 4.000000000000000000e+02 -7.273151295923233306e+01 -8.006922724592362783e+01 1.774999999999999911e+00
-7.579596624130218174e+01 1.378884577957838475e-01 -1.347499999999982379e+00 4.000000000000000000e+02 -7.272329313621048641e+01 -8.006350742290177891e+01 1.975000000000000089e+00
-7.578204735586724894e+01 1.360584393443431128e-01 -1.349999999999982325e+00 4.000000000000000000e+02 -7.271799056252214655e+01 -8.006070484921343677e+01 1.689999999999999947e+00
-7.576828128606324242e+01 1.370633704569164113e-01 -1.352499999999982272e+00 4.000000000000000000e+02 -7.271636122482166797e+01 -8.006157551151295593e+01 6.400000000000000133e-01
-7.575471388838907671e+01 1.357950113855815044e-01 -1.354999999999982219e+00 4.000000000000000000e+02 -7.270850855603927698e+01 -8.005622284273057687e+01 9.449999999999999512e-01
-7.574125674319158463e+01 1.197822506966324529e-01 -1.357499999999982165e+00 4.000000000000000000e+02 -7.267446929908959419e+01 -8.002468358578089180e+01 4.500000000000000111e-01
-7.572755572561092663e+01 1.061638327380871188e-01 -1.359999999999982112e+00 4.000000000000000000e+02 -7.267344445706302736e+01 -8.002615874375432270e+01 1.070000000000000062e+00
-7.571405968101993267e+01 1.141300941410537118e-01 -1.362499999999982059e+00 4.000000000000000000e+02 -7.266954782025240434e+01 -8.002476210694369740e+01 1.330000000000000071e+00
-7.570072486930179423e+01 1.147309011947556384e-01 -1.364999999999982006e+00 4.000000000000000000e+02 -7.266877768804933169e+01 -8.002649197474062248e+01 3.449999999999999734e-01
-7.568758813285018050e+01 1.193557326506849425e-01 -1.367499999999981952e+00 4.000000000000000000e+02 -7.266380884541968044e+01 -8.002402313211096896e+01 1.399999999999999911e+00
-7.567458989083182530e+01 1.144683388340030084e-01 -1.369999999999981899e+00 4.000000000000000000e+02 -7.263127975021595262e+01 -7.999399403690725308e+01 4.699999999999999734e-01
-7.566136985121637792e+01 1.118975107621553028e-01 -1.372499999999981846e+00 4.000000000000000000e+02 -7.262808656389806572e+01 -7.999330085058936390e+01 1.810000000000000053e+00
-7.564831331447346940e+01 1.195888915456111423e-01 -1.374999999999981792e+00 4.000000000000000000e+02 -7.262058928226988996e+01 -7.998830356896118587e+01 4.199999999999999845e-01
-7.563536090501290232e+01 1.168864708142431513e-01 -1.377499999999981739e+00 4.000000000000000000e+02 -7.260337826610633272e+01 -7.997359255279762635e+01 4.749999999999999778e-01
-7.562238584458472701e+01 1.194128075725091193e-01 -1.379999999999981686e+00 4.000000000000000000e+02 -7.259606934476687456e+01 -7.996878363145816593e+01 1.794999999999999929e+00
-7.560951563270666043e+01 1.109594731127755418e-01 -1.382499999999981632e+00 4.000000000000000000e+02 -7.256908800675971349e+01 -7.994430229345100258e+01 1.600000000000000089e+00
-7.559649608650423147e+01 1.216448440785824064e-01 -1.384999999999981579e+00 4.000000000000000000e+02 -7.256694028147809661e+01 -7.994465456816939763e+01 8.499999999999999778e-01
-7.558364837038531903e+01 1.229787149212547698e-01 -1.387499999999981526e+00 4.000000000000000000e+02 -7.255247461278757726e+01 -7.993268889947887601e+01 8.349999999999999645e-01
-7.557081190917402580e+01 1.268516643819120326e-01 -1.389999999999981473e+00 4.000000000000000000e+02 -7.254106046717859613e+01 -7.992377475386989261e+01 1.655000000000000027e+00
-7.555802537810785680e+01 1.212100638154861854e-01 -1.392499999999981419e+00 4.000000000000000000e+02 -7.253612364491544895e+01 -7.992133793160674315e+01 7.199999999999999734e-01
-7.554536967187891605e+01 1.130591665064057810e-01 -1.394999999999981366e+00 4.000000000000000000e+02 -7.252948829714063095e+01 -7.991720258383192288e+01 1.534999999999999920e+00
-7.553282066783405924e+01 1.154105535045436559e-01 -1.397499999999981313e+00 4.000000000000000000e+02 -7.250763454484336989e+01 -7.989784883153465955e+01 2.049999999999999878e-01
-7.552018651878502453e+01 1.166453458082946926e-01 -1.399999999999981259e+00 4.000000000000000000e+02 -7.249160595567509802e+01 -7.988432024236638540e+01 9.449999999999999512e-01
-7.550754113537215062e+01 1.146683830302750590e-01 -1.402499999999981206e+00 4.000000000000000000e+02 -7.249114154486892403e+01 -7.988635583156022335e+01 8.900000000000000133e-01
-7.549507889885011025e+01 1.137517295762066755e-01 -1.404999999999981153e+00 4.000000000000000000e+02 -7.245572394109512970e+01 -7.985343822778642675e+01 1.360000000000000098e+00
-7.548236074849205579e+01 1.126614573213845644e-01 -1.407499999999981100e+00 4.000000000000000000e+02 -7.244035063426356658e+01 -7.984056492095486135e+01 1.344999999999999973e+00
-7.546964063717578597e+01 1.067278484101428088e-01 -1.409999999999981046e+00 4.000000000000000000e+02 -7.241439692574942910e+01 -7.981711121244072160e+01 9.499999999999999556e-01
-7.545678413658005468e+01 9.878967068765587278e-02 -1.412499999999980993e+00 4.000000000000000000e+02 -7.241125808556338939e+01 -7.981647237225467961e+01 1.750000000000000000e+00
-7.544408276942246516e+01 1.100172967540405666e-01 -1.414999999999980940e+00 4.000000000000000000e+02 -7.236714304546778465e+01 -7.977485733215907260e+01 1.185000000000000053e+00
-7.543101122320071283e+01 1.113692074630382445e-01 -1.417499999999980886e+00 4.000000000000000000e+02 -7.236041230956745096e+01 -7.977062659625875085e+01 3.099999999999999978e-01
-7.541805398854027942e+01 1.100013591764071597e-01 -1.419999999999980833e+00 4.000000000000000000e+02 -7.233820469013531351e+01 -7.975091897682661113e+01 1.084999999999999964e+00
-7.540500956161052670e+01 1.158543693563167942e-01 -1.422499999999980780e+00 4.000000000000000000e+02 -7.232299445528285275e+01 -7.973820874197414810e+01 1.389999999999999902e+00
-7.539196946500132412e+01 1.199875466494895043e-01 -1.424999999999980727e+00 4.000000000000000000e+02 -7.226306494510774314e+01 -7.968077923179903621e+01 1.209999999999999964e+00
-7.537834150189968341e+01 1.228408980935227213e-01 -1.427499999999980673e+00 4.000000000000000000e+02 -7.224988294652658283e+01 -7.967009723321787362e+01 8.399999999999999689e-01
-7.536475335608292880e+01 1.110823715285559343e-01 -1.429999999999980620e+00 4.000000000000000000e+02 -7.223675199848592854e+01 -7.965946628517721706e+01 1.150000000000000050e-01
-7.535120506316781075e+01 1.151527968990783829e-01 -1.432499999999980567e+00 4.000000000000000000e+02 -7.223449107651246948e+01 -7.965970536320375572e+01 1.665000000000000036e+00
-7.533784104972089324e+01 1.133003370994260378e-01 -1.434999999999980513e+00 4.000000000000000000e+02 -7.222551403622689747e+01 -7.965322832291819566e+01 1.165000000000000036e+00
-7.532456815166095510e+01 1.160679823803227040e-01 -1.437499999999980460e+00 4.000000000000000000e+02 -7.221369589747291684e+01 -7.964391018416421275e+01 1.429999999999999938e+00
-7.531134729628055879e+01 1.129098676445041000e-01 -1.439999999999980407e+00 4.000000000000000000e+02 -7.220319121388730821e+01 -7.963590550057860185e+01 1.895000000000000018e+00
-7.529819477325459331e+01 1.074966800094773328e-01 -1.442499999999980353e+00 4.000000000000000000e+02 -7.217551778359074888e+01 -7.961073207028204024e+01 4.000000000000000083e-02
-7.528488424479400010e+01 1.173423994656995623e-01 -1.444999999999980300e+00 4.000000000000000000e+02 -7.217056751339842435e+01 -7.960828180008971344e+01 1.175000000000000044e+00
-7.527171654756710950e+01 1.214182109634699830e-01 -1.447499999999980247e+00 4.000000000000000000e+02 -7.216920397682693533e+01 -7.960941826351822215e+01 5.450000000000000400e-01
-7.525873465386958117e+01 1.209149129267703265e-01 -1.449999999999980194e+00 4.000000000000000000e+02 -7.213170734851011900e+01 -7.957442163520141776e+01 1.810000000000000053e+00
-7.524546570693749459e+01 1.216112366499757930e-01 -1.452499999999980140e+00 4.000000000000000000e+02 -7.213096246423029356e+01 -7.957617675092159004e+01 5.050000000000000044e-01
-7.523239333580458776e+01 1.158543449546543674e-01 -1.454999999999980087e+00 4.000000000000000000e+02 -7.212339553772241629e+01 -7.957110982441371050e+01 1.620000000000000107e+00
-7.521942452408393365e+01 1.107853746061040062e-01 -1.457499999999980034e+00 4.000000000000000000e+02 -7.211708096864140316e+01 -7.956729525533269509e+01 2.750000000000000222e-01
-7.520657313415476608e+01 1.085692320162441604e-01 -1.459999999999979980e+00 4.000000000000000000e+02 -7.211217098868453945e+01 -7.956488527537582911e+01 1.530000000000000027e+00
-7.519385438744257044e+01 1.334739461982965558e-01 -1.462499999999979927e+00 4.000000000000000000e+02 -7.210483407267213352e+01 -7.956004835936342090e+01 1.185000000000000053e+00
-7.518123486631353103e+01 1.349446555175496387e-01 -1.464999999999979874e+00 4.000000000000000000e+02 -7.210151944063996154e+01 -7.955923372733124666e+01 1.864999999999999991e+00
-7.516876252167922701e+01 1.356179125447717626e-01 -1.467499999999979821e+00 4.000000000000000000e+02 -7.209468306490163059e+01 -7.955489735159292763e+01 8.050000000000000488e-01
-7.515639061738322368e+01 1.319940483816755827e-01 -1.469999999999979767e+00 4.000000000000000000e+02 -7.208049746996802298e+01 -7.954321175665931776e+01 9.649999999999999689e-01
-7.514402714887276602e+01 1.356552804739667717e-01 -1.472499999999979714e+00 4.000000000000000000e+02 -7.207856146809758968e+01 -7.954377575478888218e+01 3.950000000000000178e-01
-7.513182151486962823e+01 1.329878010481517769e-01 -1.474999999999979661e+00 4.000000000000000000e+02 -7.207381639451025990e+01 -7.954153068120155012e+01 1.179999999999999938e+00
-7.511973612430601577e+01 1.171340993686462856e-01 -1.477499999999979607e+00 4.000000000000000000e+02 -7.206109671249956250e+01 -7.953131099919085045e+01 2.500000000000000000e-01
-7.510767312521302586e+01 1.196743262231541732e-01 -1.479999999999979554e+00 4.000000000000000000e+02 -7.204688192932837865e+01 -7.951959621601966433e+01 8.449999999999999734e-01
-7.509561430069631172e+01 1.194104156635277386e-01 -1.482499999999979501e+00 4.000000000000000000e+02 -7.204011800635349516e+01 -7.951533229304479278e+01 5.500000000000000028e-02
-7.508364855017745754e+01 1.151059018281467283e-01 -1.484999999999979448e+00 4.000000000000000000e+02 -7.203806750691320815e+01 -7.951578179360450349e+01 1.400000000000000133e-01
-7.507182957004377499e+01 1.229020640981205725e-01 -1.487499999999979394e+00 4.000000000000000000e+02 -7.202619900177349166e+01 -7.950641328846478473e+01 4.600000000000000200e-01
-7.506003934671198863e+01 1.244046968885939852e-01 -1.489999999999979341e+00 4.000000000000000000e+02 -7.202181388915560944e+01 -7.950452817584690024e+01 1.150000000000000050e-01
-7.504836465468062556e+01 1.175108517658976087e-01 -1.492499999999979288e+00 4.000000000000000000e+02 -7.200227736247862254e+01 -7.948749164916991106e+01 1.530000000000000027e+00
-7.503662756367266695e+01 1.213472015809664850e-01 -1.494999999999979234e+00 4.000000000000000000e+02 -7.199039214460675851e+01 -7.947810643129804475e+01 6.550000000000000266e-01
-7.502491788357946234e+01 1.247499842401500608e-01 -1.497499999999979181e+00 4.000000000000000000e+02 -7.196480633003722005e+01 -7.945502061672851823e+01 9.500000000000000111e-02
-7.501307502219482615e+01 1.297545519743755760e-01 -1.499999999999979128e+00 4.000000000000000000e+02 -7.195402733165727227e+01 -7.944674161834856818e+01 6.650000000000000355e-01
-7.500127404440817713e+01 1.333242798075862934e-01 -1.502499999999979075e+00 4.000000000000000000e+02 -7.194637813154322714e+01 -7.944159241823452078e+01 8.699999999999999956e-01
-7.498955084680501670e+01 1.310388366110109837e-01 -1.504999999999979021e+00 4.000000000000000000e+02 -7.193716208517679433e+01 -7.943487637186808570e+01 1.169999999999999929e+00
-7.497788586212753614e+01 1.279598265264657031e-01 -1.507499999999978968e+00 4.000000000000000000e+02 -7.193481113884431011e+01 -7.943502542553559920e+01 1.399999999999999911e+00
-7.496635709049758134e+01 1.283647220103139031e-01 -1.509999999999978915e+00 4.000000000000000000e+02 -7.191701618071584790e+01 -7.941973046740713471e+01 1.675000000000000044e+00
-7.495478506823097575e+01 1.370993944475615289e-01 -1.512499999999978861e+00 4.000000000000000000e+02 -7.191332670694062301e+01 -7.941854099363192176e+01 1.700000000000000122e-01
-7.494333188962883696e+01 1.357936604513321766e-01 -1.514999999999978808e+00 4.000000000000000000e+02 -7.190667432756571031e+01 -7.941438861425700679e+01 8.599999999999999867e-01
-7.493196155203779085e+01 1.369906294119911938e-01 -1.517499999999978755e+00 4.000000000000000000e+02 -7.185306817028848059e+01 -7.936328245697977479e+01 1.875000000000000000e+00
-7.492013302357375437e+01 1.375791606079192486e-01 -1.519999999999978701e+00 4.000000000000000000e+02 -7.184755910756641129e+01 -7.936027339425770322e+01 1.699999999999999956e+00
-7.490840775120621231e+01 1.355675155902625606e-01 -1.522499999999978648e+00 4.000000000000000000e+02 -7.184343703494175770e+01 -7.935865132163304736e+01 1.950000000000000067e-01
-7.489679966374238518e+01 1.372341420945796531e-01 -1.524999999999978595e+00 4.000000000000000000e+02 -7.181446798452694225e+01 -7.933218227121822963e+01 1.554999999999999938e+00
-7.488501880048652026e+01 1.379270327365402504e-01 -1.527499999999978542e+00 4.000000000000000000e+02 -7.180943516682097538e+01 -7.932964945351226049e+01 1.110000000000000098e+00
-7.487334575446236329e+01 1.410230085757287477e-01 -1.529999999999978488e+00 4.000000000000000000e+02 -7.180549005843823807e+01 -7.932820434512953511e+01 1.439999999999999947e+00
-7.486179080752366133e+01 1.387095513173914330e-01 -1.532499999999978435e+00 4.000000000000000000e+02 -7.180265565760704760e+01 -7.932786994429834238e+01 1.514999999999999902e+00
-7.485036405492348877e+01 1.351830240243810377e-01 -1.534999999999978382e+00 4.000000000000000000e+02 -7.179602387269935093e+01 -7.932373815939064343e+01 1.520000000000000018e+00
-7.483901988749695988e+01 1.325834772522979654e-01 -1.537499999999978328e+00 4.000000000000000000e+02 -7.178716331172233822e+01 -7.931737759841362845e+01 1.084999999999999964e+00
-7.482773179720201995e+01 1.320995912032408570e-01 -1.539999999999978275e+00 4.000000000000000000e+02 -7.178057219093763308e+01 -7.931328647762892103e+01 6.350000000000000089e-01
-7.481652420338534171e+01 1.326496564089771069e-01 -1.542499999999978222e+00 4.000000000000000000e+02 -7.177526812595351657e+01 -7.931048241264480225e+01 3.099999999999999978e-01
-7.480540987901102312e+01 1.307797161819386211e-01 -1.544999999999978169e+00 4.000000000000000000e+02 -7.177022990944134051e+01 -7.930794419613263813e+01 1.824999999999999956e+00
-7.479438994369245108e+01 1.376801763516723454e-01 -1.547499999999978115e+00 4.000000000000000000e+02 -7.176003543564338827e+01 -7.930024972233468361e+01 8.000000000000000167e-02
-7.478340639369461940e+01 1.399621322452763716e-01 -1.549999999999978062e+00 4.000000000000000000e+02 -7.175294907901948704e+01 -7.929566336571078011e+01 1.294999999999999929e+00
-7.477249250251132651e+01 1.376353618029680648e-01 -1.552499999999978009e+00 4.000000000000000000e+02 -7.174042296582476297e+01 -7.928563725251605376e+01 1.074999999999999956e+00
-7.476158824352940258e+01 1.445653585488757553e-01 -1.554999999999977955e+00 4.000000000000000000e+02 -7.173756061095966174e+01 -7.928527489765095027e+01 6.899999999999999467e-01
-7.475079771770687387e+01 1.457013932127217692e-01 -1.557499999999977902e+00 4.000000000000000000e+02 -7.173452037933058989e+01 -7.928473466602187614e+01 1.314999999999999947e+00
-7.474011664742702976e+01 1.446980328839429508e-01 -1.559999999999977849e+00 4.000000000000000000e+02 -7.173265650674370875e+01 -7.928537079343499272e+01 8.349999999999999645e-01
-7.472955514299759727e+01 1.398500654764147644e-01 -1.562499999999977796e+00 4.000000000000000000e+02 -7.172303277333170968e+01 -7.927824706002300559e+01 2.700000000000000178e-01
-7.471902969418161433e+01 1.341828152619943260e-01 -1.564999999999977742e+00 4.000000000000000000e+02 -7.171578484644999207e+01 -7.927349913314128571e+01 1.905000000000000027e+00
-7.470856456487332764e+01 1.316401715961862673e-01 -1.567499999999977689e+00 4.000000000000000000e+02 -7.169686478120328843e+01 -7.925707906789457979e+01 6.700000000000000400e-01
-7.469803725832528585e+01 1.348551465795139181e-01 -1.569999999999977636e+00 4.000000000000000000e+02 -7.169020287033818306e+01 -7.925291715702947215e+01 1.405000000000000027e+00
-7.468757640126523256e+01 1.308753561404403243e-01 -1.572499999999977582e+00 4.000000000000000000e+02 -7.169001684581603229e+01 -7.925523113250731910e+01 3.400000000000000244e-01
-7.467724764655302749e+01 1.284314217635027511e-01 -1.574999999999977529e+00 4.000000000000000000e+02 -7.168936757090519052e+01 -7.925708185759647506e+01 1.989999999999999991e+00
-7.466704329194098477e+01 1.182828283319771745e-01 -1.577499999999977476e+00 4.000000000000000000e+02 -7.168116045347412069e+01 -7.925137474016541717e+01 1.090000000000000080e+00
-7.465688449390411563e+01 1.177168456981327743e-01 -1.579999999999977423e+00 4.000000000000000000e+02 -7.167756074850883863e+01 -7.925027503520013283e+01 1.260000000000000009e+00
-7.464681685015084156e+01 1.209626626775377051e-01 -1.582499999999977369e+00 4.000000000000000000e+02 -7.166429287784248459e+01 -7.923950716453377652e+01 1.340000000000000080e+00
-7.463674218969853769e+01 1.179702148493318031e-01 -1.584999999999977316e+00 4.000000000000000000e+02 -7.166354781470575119e+01 -7.924126210139704085e+01 1.364999999999999991e+00
-7.462678541841300728e+01 1.151493373716712121e-01 -1.587499999999977263e+00 4.000000000000000000e+02 -7.165877369508446293e+01 -7.923898798177575031e+01 1.749999999999999889e-01
-7.461690447321518604e+01 1.151514614655110569e-01 -1.589999999999977209e+00 4.000000000000000000e+02 -7.164780052629259899e+01 -7.923051481298388410e+01 6.750000000000000444e-01
-7.460703736003915765e+01 1.161588516464940463e-01 -1.592499999999977156e+00 4.000000000000000000e+02 -7.164742647302347223e+01 -7.923264075971476927e+01 8.850000000000000089e-01
-7.459728730538061825e+01 1.200020547954464556e-01 -1.594999999999977103e+00 4.000000000000000000e+02 -7.162871650407336688e+01 -7.921643079076466165e+01 1.600000000000000033e-01
-7.458747437135195923e+01 1.239533468712296777e-01 -1.597499999999977049e+00 4.000000000000000000e+02 -7.162587549403744447e+01 -7.921608978072873697e+01 1.040000000000000036e+00
-7.457775349770820128e+01 1.176976380444237774e-01 -1.599999999999976996e+00 4.000000000000000000e+02 -7.162449829495884046e+01 -7.921721258165013069e+01 1.794999999999999929e+00
-7.456813696211847287e+01 1.165529070984972493e-01 -1.602499999999976943e+00 4.000000000000000000e+02 -7.161481286123962775e+01 -7.921002714793091570e+01 1.064999999999999947e+00
-7.455854366526548915e+01 1.174214215894045371e-01 -1.604999999999976890e+00 4.000000000000000000e+02 -7.160821384323317318e+01 -7.920592812992445886e+01 1.929999999999999938e+00
-7.454900268217139114e+01 1.172641293593516543e-01 -1.607499999999976836e+00 4.000000000000000000e+02 -7.160453703773114853e+01 -7.920475132442243194e+01 1.010000000000000009e+00
-7.453954079396316956e+01 1.142898351941663976e-01 -1.609999999999976783e+00 4.000000000000000000e+02 -7.159710676477652669e+01 -7.919982105146782203e+01 1.929999999999999938e+00
-7.453012148553655436e+01 1.124512336847837690e-01 -1.612499999999976730e+00 4.000000000000000000e+02 -7.159415902588938252e+01 -7.919937331258067559e+01 4.799999999999999822e-01
-7.452078591367890681e+01 1.173960783504056360e-01 -1.614999999999976676e+00 4.000000000000000000e+02 -7.159056606081628615e+01 -7.919828034750757695e+01 6.400000000000000133e-01
-7.451152662131914894e+01 1.099251854029033859e-01 -1.617499999999976623e+00 4.000000000000000000e+02 -7.158874245572920358e+01 -7.919895674242049211e+01 1.584999999999999964e+00
-7.450235845252363731e+01 1.093360164698879283e-01 -1.619999999999976570e+00 4.000000000000000000e+02 -7.158740412662245944e+01 -7.920011841331374569e+01 8.050000000000000488e-01
-7.449328407578538247e+01 1.058378643138819519e-01 -1.622499999999976517e+00 4.000000000000000000e+02 -7.158082686941408213e+01 -7.919604115610536610e+01 1.820000000000000062e+00
-7.448425472808595771e+01 1.071280336937457250e-01 -1.624999999999976463e+00 4.000000000000000000e+02 -7.157918923785508980e+01 -7.919690352454637150e+01 1.169999999999999929e+00
-7.447531385971628026e+01 1.096691285630858603e-01 -1.627499999999976410e+00 4.000000000000000000e+02 -7.156958118086245690e+01 -7.918979546755375054e+01 7.299999999999999822e-01
-7.446638929042485699e+01 1.149606353124274088e-01 -1.629999999999976357e+00 4.000000000000000000e+02 -7.156954982790220754e+01 -7.919226411459349890e+01 1.465000000000000080e+00
-7.445756537890373750e+01 1.197491736999855699e-01 -1.632499999999976303e+00 4.000000000000000000e+02 -7.156711092207021352e+01 -7.919232520876150261e+01 5.250000000000000222e-01
-7.444881918028426071e+01 1.187431479891803005e-01 -1.634999999999976250e+00 4.000000000000000000e+02 -7.155836836561546477e+01 -7.918608265230675158e+01 1.340000000000000080e+00
-7.444009475650348406e+01 1.179107437046559848e-01 -1.637499999999976197e+00 4.000000000000000000e+02 -7.155455020479188022e+01 -7.918476449148316476e+01 1.495000000000000107e+00
-7.443143443145420690e+01 1.205058084102002269e-01 -1.639999999999976144e+00 4.000000000000000000e+02 -7.154806047324093754e+01 -7.918077475993223402e+01 4.949999999999999956e-01
-7.442281428751846306e+01 1.247393637188348448e-01 -1.642499999999976090e+00 4.000000000000000000e+02 -7.154259091185807051e+01 -7.917780519854936472e+01 1.185000000000000053e+00
-7.441424250748302427e+01 1.241114382250939896e-01 -1.644999999999976037e+00 4.000000000000000000e+02 -7.154196012080900857e+01 -7.917967440750030050e+01 1.530000000000000027e+00
-7.440575938314258053e+01 1.255755421801143801e-01 -1.647499999999975984e+00 4.000000000000000000e+02 -7.151584423888957076e+01 -7.915605852558086042e+01 1.419999999999999929e+00
-7.439714746488985497e+01 1.265001543038586640e-01 -1.649999999999975930e+00 4.000000000000000000e+02 -7.146871582656913802e+01 -7.911143011326042540e+01 1.245000000000000107e+00
-7.438822112769642558e+01 1.225741294892893352e-01 -1.652499999999975877e+00 4.000000000000000000e+02 -7.146811207731508375e+01 -7.911332636400636886e+01 1.969999999999999973e+00
-7.437939045269345684e+01 1.172509305371789573e-01 -1.654999999999975824e+00 4.000000000000000000e+02 -7.145841747521308207e+01 -7.910613176190436491e+01 9.150000000000000355e-01
