weight logl phys_par
1.537109186311210537e-10 -8.810702617780111723e+01 6.064277744169621620e-03
1.665716977079202098e-10 -8.802417403081544478e+01 7.389487119620397060e-03
1.874630300764714477e-10 -8.790351821136763988e+01 7.022499779893233152e-01
1.940202309000013119e-10 -8.786663742779555264e+01 9.916116418982379166e-03
2.272190684329661816e-10 -8.770618525312424651e+01 1.249863708798060191e-02
2.266804405096019433e-10 -8.770605858980155745e+01 7.010753318228051256e-01
2.577333817103112671e-10 -8.757517421804377022e+01 1.461404544729572041e-02
2.700786696356006068e-10 -8.752588657883207190e+01 1.541143970623770620e-02
2.896304751668293616e-10 -8.745349397750675280e+01 1.658416787840921724e-02
3.608096394784086678e-10 -8.723124935962201221e+01 2.019572791827717317e-02
3.636864569218034921e-10 -8.722080775006043041e+01 2.036582393055375029e-02
3.852320361087672548e-10 -8.716075402047749776e+01 6.977858104354568436e-01
7.666770071279784569e-10 -8.647003426369508361e+01 3.269161462512970573e-02
8.336275414767300269e-10 -8.638381315475864142e+01 3.411898017328951482e-02
8.562342582238587664e-10 -8.635455585956012214e+01 6.927938230731210956e-01
8.773044233541846097e-10 -8.632774581328121144e+01 3.504844238269544388e-02
8.920840439196700789e-10 -8.630853951662898282e+01 3.536706864232486147e-02
9.083942137191062334e-10 -8.628792142395036535e+01 6.923740480450732981e-01
1.175412501459233608e-09 -8.602772543437046693e+01 4.003910562812318386e-02
1.207987771794301237e-09 -8.599788860865480444e+01 4.053698289342144712e-02
1.224985201758075866e-09 -8.598141582170310926e+01 4.081197897553923148e-02
1.241953544186935649e-09 -8.596515900665389154e+01 4.108345332727636467e-02
1.291738668878641286e-09 -8.592335546919778722e+01 4.178191654148455392e-02
1.644442149580728848e-09 -8.567944337752170725e+01 4.586815321700432602e-02
1.798570658438118154e-09 -8.558735231462017623e+01 4.741575741094894436e-02
1.804091418162636686e-09 -8.558178748981642059e+01 4.750935922300170144e-02
1.836110225034112980e-09 -8.556169525961146860e+01 4.784739544908389597e-02
1.859917901889816612e-09 -8.554631223744729596e+01 4.810628716343545719e-02
2.014712410568493263e-09 -8.546386812450040793e+01 6.870871948113138616e-01
2.089346805393757578e-09 -8.542499310160576442e+01 5.015060834381424026e-02
2.156405333993438244e-09 -8.539090194727302219e+01 6.866102695296377734e-01
2.604172466401092412e-09 -8.519972963193940529e+01 5.395845427716827736e-02
2.898666014856599567e-09 -8.509009394914406244e+01 5.581734086039313869e-02
3.116765807059853442e-09 -8.501504872155095427e+01 5.709185137729355652e-02
3.277874293659008889e-09 -8.496214945433021626e+01 5.799128013487964139e-02
3.303136514034231599e-09 -8.495197210955862488e+01 5.816441959584794930e-02
3.810912289885731297e-09 -8.480647597878916599e+01 6.827360323796417552e-01
3.816540909338873679e-09 -8.480250009415826185e+01 6.827093375693554789e-01
4.053381033372255871e-09 -8.473979322952698112e+01 6.178120690146304828e-02
4.090674170013160510e-09 -8.472813479521417435e+01 6.822091737861211147e-01
4.508296066627468322e-09 -8.462842531558152359e+01 6.815359675127860006e-01
4.969853081648326763e-09 -8.452845430679430194e+01 6.539721099568918117e-02
5.116799702596881688e-09 -8.449681539989472867e+01 6.593971268513731943e-02
5.893579142211906317e-09 -8.435298110810644800e+01 6.840979937596902705e-02
6.634479816245732068e-09 -8.423206432068158733e+01 7.049115112254633608e-02
6.998766714508869953e-09 -8.417611063553778195e+01 7.145578089110626863e-02
7.270690047714518848e-09 -8.413549338123358723e+01 7.215660617840924385e-02
7.762268577025040170e-09 -8.406756995155780032e+01 7.332969636073793929e-02
8.430422092602820510e-09 -8.398249774437216786e+01 6.771010410372872990e-01
8.799905273088480117e-09 -8.393710362842489303e+01 7.558686524665136908e-02
9.642064587193742282e-09 -8.384320933094173256e+01 7.721450036745136636e-02
1.363354675788926170e-08 -8.349431115655833935e+01 6.736603523665604110e-01
1.367295249217521137e-08 -8.348892497468057172e+01 8.338008355801074245e-02
1.483447466412838444e-08 -8.340489074423616955e+01 8.484815439479886923e-02
1.526945442348627995e-08 -8.337349019548894091e+01 8.539727619345127696e-02
1.539408926478426020e-08 -8.336286096366025333e+01 8.558322522303618562e-02
1.541455299969512026e-08 -8.335903252226094651e+01 8.565020894894559422e-02
1.627548313012793818e-08 -8.330218471236038624e+01 6.722842344919350843e-01
1.662655599185682179e-08 -8.327834340977187821e+01 6.721125781056636050e-01
1.792837739887798707e-08 -8.320045979834472405e+01 8.842862648970672979e-02
1.936108025237697667e-08 -8.312107970697761061e+01 6.709752821770063047e-01
2.027108917886988167e-08 -8.307264889286834375e+01 6.706232752986670542e-01
2.051088826439759384e-08 -8.305838870543851726e+01 9.092453440523617925e-02
2.073924481158117037e-08 -8.304481679546154282e+01 9.116329513930832018e-02
2.335842518443086243e-08 -8.292338684479186384e+01 9.330209044557868925e-02
2.548019654088146481e-08 -8.283394304121975438e+01 6.688759362008098730e-01
2.662954954952218283e-08 -8.278732310089782231e+01 6.685322434614223708e-01
2.712122886708144123e-08 -8.276652781117570612e+01 6.683786763560487509e-01
2.732624707574642618e-08 -8.275649691377151385e+01 9.624916715771847375e-02
3.129502862368786119e-08 -8.261838533041218113e+01 6.672800138029078010e-01
3.391642353753271655e-08 -8.253544521822699664e+01 1.001663198108442288e-01
3.874011696095762670e-08 -8.239996890832863130e+01 1.025748077222886634e-01
3.993083088012927811e-08 -8.236719585615274752e+01 1.031583408386659295e-01
4.043798655082161803e-08 -8.235207498107192237e+01 1.034276903955236859e-01
4.104102206203403658e-08 -8.233477248083127620e+01 1.037359932127234208e-01
4.127357763165083584e-08 -8.232662205698858315e+01 1.038812546711194162e-01
4.410433005046457695e-08 -8.225778662071122938e+01 1.051089487068831430e-01
4.772911892949294271e-08 -8.217630291405200182e+01 1.065642468719832925e-01
4.793695027621956001e-08 -8.216945797387803907e+01 1.066865975657489418e-01
5.092714329146256074e-08 -8.210644853698636325e+01 1.078135993431653672e-01
5.442523157387213751e-08 -8.203751672340052892e+01 1.090480491943639496e-01
5.430906653642504037e-08 -8.203715340122272437e+01 1.090545598893299939e-01
5.751175239736951891e-08 -8.197735526899127478e+01 6.624282600095662277e-01
5.806768916835089294e-08 -8.196523520073505154e+01 1.103442018598534968e-01
6.179598851993330997e-08 -8.190050613375318278e+01 1.115064237405265501e-01
7.006685063043457873e-08 -8.177239479010475520e+01 6.608420543500254096e-01
6.998965285599953377e-08 -8.177099717064876927e+01 1.138360710346298932e-01
7.073157214481191272e-08 -8.175795254721703031e+01 6.607296225601176909e-01
7.159867438005298972e-08 -8.174326802587921748e+01 1.143356206382787343e-01
7.354360259874850454e-08 -8.171396612246743985e+01 1.148637929512569267e-01
8.368394536224458097e-08 -8.158229743801379641e+01 1.172408345329027934e-01
8.421294176423503873e-08 -8.157349597332898838e+01 6.592858385298080437e-01
8.454379928302996267e-08 -8.156707485064484331e+01 1.175160426035218864e-01
8.735123157224602598e-08 -8.153190744966710213e+01 1.181521439150141628e-01
9.045422469194828449e-08 -8.149450066719458619e+01 1.188292308298887212e-01
9.303814999451494935e-08 -8.146383496139648628e+01 1.193846704785738178e-01
9.316601949891576459e-08 -8.145996152787080291e+01 1.194548527475725042e-01
9.692422573736005809e-08 -8.141791509016982786e+01 6.580566402330887410e-01
1.088226626987797079e-07 -8.129962497583450443e+01 1.223646924888337484e-01
1.162266865132934410e-07 -8.123130210719615718e+01 1.236074649253735558e-01
1.216693825640798030e-07 -8.118303719831962439e+01 1.244864185163508941e-01
1.342626073881819579e-07 -8.108204694666801515e+01 1.263283367955521097e-01
1.379588293089531895e-07 -8.105238928312479629e+01 1.268699707698593970e-01
1.399988771925105900e-07 -8.103521018290570055e+01 1.271838609356285010e-01
1.504357633342874803e-07 -8.096080841405381534e+01 1.285445839563158499e-01
1.531869687538337766e-07 -8.094018539209426422e+01 1.289221257038524193e-01
1.538205085894105764e-07 -8.093355819141265783e+01 1.290434828860606009e-01
1.536169314930253534e-07 -8.093238253971640006e+01 1.290650131425574720e-01
1.711558327678077324e-07 -8.082177014117522162e+01 1.310930716457860967e-01
1.718145495259363215e-07 -8.081542889072272828e+01 1.312094797592723294e-01
2.273996414899337095e-07 -8.053263558067557426e+01 1.364167867747803076e-01
2.454642578161920138e-07 -8.045369323813734752e+01 1.378760992769264559e-01
2.549027964252191330e-07 -8.041346230343182810e+01 6.498528647844256101e-01
2.786113409646169708e-07 -8.032202681793219767e+01 1.403157085489942224e-01
2.864067532938303914e-07 -8.029193157068431219e+01 1.408743385231182588e-01
2.869200990847700179e-07 -8.028764080883181009e+01 1.409540146048821052e-01
3.045434155857324938e-07 -8.022553092852264456e+01 1.421082080347072507e-01
3.142143776363655845e-07 -8.019176910115010060e+01 1.427362868286881081e-01
3.275150085549741945e-07 -8.014781070375532579e+01 1.435547773516082648e-01
3.400860497391983849e-07 -8.010764591237214916e+01 1.443033513015671288e-01
3.880652038179473939e-07 -7.997317120884790143e+01 1.468146884545924458e-01
3.894419911017383395e-07 -7.996712966291282498e+01 1.469276998473291185e-01
4.317358360735993375e-07 -7.986153067479222045e+01 1.489056004501451147e-01
4.325525301350243157e-07 -7.985714080947312254e+01 6.450924044870098850e-01
4.368940894239543894e-07 -7.984465377800486863e+01 1.492221682759524715e-01
4.466804749723018136e-07 -7.982000106751324608e+01 1.496848196120260654e-01
4.474273205509330951e-07 -7.981583047308141943e+01 6.447322433629860683e-01
4.509846406339283275e-07 -7.980541130275065598e+01 6.446412544362718489e-01
4.559665205672937007e-07 -7.979192519841889464e+01 1.502120448463566404e-01
4.739569962427555123e-07 -7.975072799307631044e+01 6.441627165941796740e-01
5.151043024662972375e-07 -7.966497517621108670e+01 1.526004498615232130e-01
5.677914196773855785e-07 -7.956509045302740901e+01 1.544848676029133561e-01
6.078633552641071881e-07 -7.949439447335345221e+01 1.558214346491497704e-01
6.294050008311926803e-07 -7.945706965543628542e+01 1.565280467219579696e-01
6.721503832581964011e-07 -7.938886248533182766e+01 1.578210284318998236e-01
7.030379476969943930e-07 -7.934143371542120349e+01 1.587214451165259721e-01
7.307168573451880566e-07 -7.930031853676665321e+01 1.595028882153771699e-01
7.871833551053423437e-07 -7.922338338434404648e+01 1.609673690307539262e-01
7.911413626858452704e-07 -7.921586791974057462e+01 6.393908876307331512e-01
8.224789566205707099e-07 -7.917452168777296606e+01 6.390148794723188308e-01
8.478061997930654032e-07 -7.914169251373610336e+01 1.625256060450549489e-01
8.598949206389687394e-07 -7.912503438895055297e+01 1.628437692136847081e-01
1.008885381474174341e-06 -7.896274316768865731e+01 6.370721779459257439e-01
1.013469704027968307e-06 -7.895570951240839008e+01 6.370071680453615048e-01
1.123061078585726187e-06 -7.885053124340258535e+01 6.360312237027293536e-01
1.136876396005509317e-06 -7.883580480822544700e+01 1.683907720801885999e-01
1.151313976114968180e-06 -7.882068542840279690e+01 6.357529727109478834e-01
1.183715734367311071e-06 -7.879043088802822581e+01 1.692649859366613940e-01
1.244607450625114802e-06 -7.873776912695097963e+01 1.702810110502495089e-01
1.259653330796612559e-06 -7.872325275762861452e+01 6.348405175832938507e-01
1.336821700086310753e-06 -7.866129437542062419e+01 1.717591737087650339e-01
1.358230307534844881e-06 -7.864290669851266102e+01 6.340833034796312662e-01
1.434798356332472266e-06 -7.858556498534446177e+01 1.732261281456006774e-01
1.450267294826920633e-06 -7.857234142574354507e+01 1.734826118419058316e-01
1.495623206204094737e-06 -7.853904632612950820e+01 1.741288405910206283e-01
1.510984281691101659e-06 -7.852632802579768168e+01 1.743758578919533120e-01
1.777515213446024624e-06 -7.836137286488786913e+01 1.775880941934708801e-01
2.054079255564297775e-06 -7.821426160972407615e+01 1.804663774384938080e-01
2.140818250589356876e-06 -7.817040119040596835e+01 1.813270520417913367e-01
2.228518451392296155e-06 -7.812775231334073567e+01 6.291213733015252885e-01
2.248372539328540741e-06 -7.811638266780398965e+01 1.823886844203361779e-01
2.308966552392964466e-06 -7.808728926193423092e+01 1.829612104332367650e-01
2.612911866367479800e-06 -7.796112404938401141e+01 6.274749413885247762e-01
3.000730553142389307e-06 -7.782023352971060604e+01 1.882417294339201463e-01
3.137536427783942259e-06 -7.777315139160765511e+01 1.891775135722493228e-01
3.200515211165571555e-06 -7.775077750611197303e+01 6.253659176089202409e-01
3.196133111446006180e-06 -7.774964763002188306e+01 1.896452189275306122e-01
3.224324450864815721e-06 -7.773836585074198524e+01 1.898698490169214992e-01
3.363889124109045784e-06 -7.769349152441921547e+01 1.907641890535153317e-01
3.391276411499345954e-06 -7.768288293335551487e+01 6.246776707261034733e-01
3.580279388799141736e-06 -7.762614846751569075e+01 1.921089101661336285e-01
3.597741078341090871e-06 -7.761878313617060599e+01 1.922561724463299759e-01
3.754955294472008558e-06 -7.757351292690199784e+01 1.931621331210390258e-01
3.752618144843610126e-06 -7.757163553811525958e+01 1.931997349005493136e-01
3.755240908967781954e-06 -7.756843686644013758e+01 1.932638060398024216e-01
3.853535949906723674e-06 -7.754009815109776582e+01 6.232179718563897186e-01
4.023944261358034121e-06 -7.749432672529690080e+01 6.227464602082870559e-01
4.094614818198002326e-06 -7.747441665505635910e+01 6.225408065651045764e-01
4.293958563018126954e-06 -7.742438025700968751e+01 6.220224873341889671e-01
4.573244920084328907e-06 -7.735886630534753294e+01 1.974775208645390689e-01
4.599305810007718862e-06 -7.735068392520824432e+01 1.976426857222782774e-01
4.625943055868532391e-06 -7.734240905229684415e+01 1.978097678752714916e-01
