"phys_par_mean", "phys_par_stdev", "phys_par_median", "phys_par_errlo", "phys_par_errup"
2.738186545839086605e+00,2.235025112774836065e-01,2.746553918382352411e+00,2.514763633885853444e+00,2.965493951087167623e+00
